ablation_id,ablation_label,case_count,avg_best_joint_gain_percent,min_best_joint_gain_percent,max_best_joint_gain_percent,avg_fixed_makespan_s,avg_best_joint_makespan_s,avg_fixed_tap_access_time_s,avg_joint_tap_access_time_s,avg_joint_fpp_data_time_s,avg_joint_exclusive_test_time_s,avg_fixed_b_count,avg_joint_b_count,avg_joint_f_count,avg_joint_h_count,avg_temperature_spread_c,interpretation
m10_original_control,Original M10 model without imposed shared-resource pressure,12,0.0,0.0,0.0,0.0030294563645833334,0.0030294563645833334,0.0030225599999999992,0.0030225599999999992,6.510517447916668e-05,0.0029456385078124995,0.0,0.0,17.5,0.0,0.10443378099199248,Coverage control: ordinary M10 cases should not be used to claim path-schedule joint gains.
bist_private_control,Pressure workload with private BIST engines,12,0.0,0.0,0.0,0.01565848,0.01565848,0.0030927933333333314,0.0030927933333333314,0.0,0.10202970000000001,17.5,17.5,0.0,0.0,16.643006536344675,"Resource control: when BIST engines are private, fixed-fastest and joint scheduling should converge."
shared_bist_no_parallel_escape,Shared BIST pressure without FPP/hybrid escape paths,12,0.0,0.0,0.0,0.06468253333333333,0.06468253333333333,0.0030927933333333314,0.0030927933333333314,0.0,0.1020297,17.5,17.5,0.0,0.0,6.546408160635934,Path-diversity control: a bottleneck alone is insufficient if all schedulers must use the same path.
shared_bist_with_parallel_escape,Shared BIST pressure with FPP/hybrid alternatives,12,25.836840897009235,9.997354546181622,37.495083977878465,0.06468253333333333,0.046165051111111126,0.0030927933333333314,0.003073163333333332,0.03681611111111111,0.11270039444444445,17.5,12.916666666666666,4.583333333333333,0.0,8.442822731426824,Mechanism case: joint recipe scheduling can mix BIST and FPP/hybrid paths to relieve serialization.
