case_id,target_id,target_kind,die_id,recipe_id,recipe_type,phase_index,phase_name,start_s,end_s,duration_s,serial_required,fpp_lanes_required,fpp_channel,dwr_segments,route_resource,exclusive_resource,power_w,thermal_region,resource_notes
v4_4die_2_5d_interposer,core0_die0,core,die0,S_core0_die0_serial|task=die0_core0_die0_INTEST,S,0,CONFIG_ACCESS_PATH,0.0,1.92e-06,1.92e-06,True,0,,dwr_die0,,,0.13,thermal_die0,
v4_4die_2_5d_interposer,core0_die0,core,die0,S_core0_die0_serial|task=die0_core0_die0_INTEST,S,1,CONFIG_SCAN_OR_DWR_MODE,1.92e-06,3.24e-06,1.32e-06,True,0,,dwr_die0,,,0.13,thermal_die0,
v4_4die_2_5d_interposer,core0_die0,core,die0,S_core0_die0_serial|task=die0_core0_die0_INTEST,S,2,SERIAL_SHIFT_IN,3.24e-06,0.48400324,0.484,True,0,,dwr_die0,,test_session_die0,1.73,thermal_die0,
v4_4die_2_5d_interposer,core0_die0,core,die0,S_core0_die0_serial|task=die0_core0_die0_INTEST,S,3,CAPTURE,0.48400324,0.48400424,1e-06,False,0,,dwr_die0,,test_session_die0,2.83,thermal_die0,
v4_4die_2_5d_interposer,core0_die0,core,die0,S_core0_die0_serial|task=die0_core0_die0_INTEST,S,4,SERIAL_SHIFT_OUT,0.48400424,0.9680102399999999,0.484006,True,0,,dwr_die0,,test_session_die0,1.73,thermal_die0,
v4_4die_2_5d_interposer,core2_die1,core,die1,S_core2_die1_serial|task=die1_core2_die1_INTEST,S,0,CONFIG_ACCESS_PATH,0.9680102399999999,0.9680134399999999,3.2e-06,True,0,,dwr_die1,,,0.12,thermal_die1,
v4_4die_2_5d_interposer,core2_die1,core,die1,S_core2_die1_serial|task=die1_core2_die1_INTEST,S,1,CONFIG_SCAN_OR_DWR_MODE,0.9680134399999999,0.9680147599999999,1.32e-06,True,0,,dwr_die1,,,0.12,thermal_die1,
v4_4die_2_5d_interposer,core2_die1,core,die1,S_core2_die1_serial|task=die1_core2_die1_INTEST,S,2,SERIAL_SHIFT_IN,0.9680147599999999,1.3680147599999999,0.4,True,0,,dwr_die1,,test_session_die1,1.62,thermal_die1,
v4_4die_2_5d_interposer,core2_die1,core,die1,S_core2_die1_serial|task=die1_core2_die1_INTEST,S,3,CAPTURE,1.3680147599999999,1.3680157599999998,1e-06,False,0,,dwr_die1,,test_session_die1,2.62,thermal_die1,
v4_4die_2_5d_interposer,core2_die1,core,die1,S_core2_die1_serial|task=die1_core2_die1_INTEST,S,4,SERIAL_SHIFT_OUT,1.3680157599999998,1.7680221599999997,0.4000064,True,0,,dwr_die1,,test_session_die1,1.62,thermal_die1,
